player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day
Tyrese Maxey,PG,"DEN 125 @ PHI 124, Final OT","45:35 MIN,28 PT,6 REB,6 AST,4 ST,2 BLK,TO,PF",$52,52.8,61.2,1,2026-01-06 16:33:12,Week 18,Monday
Cade Cunningham,PG,"NY 90 @ DET 121, Final","29:04 MIN,29 PT,3 REB,13 AST,ST,2 BLK,5 TO,2 PF",$51,51.9,56.1,2,2026-01-06 16:33:12,Week 18,Monday
Deni Avdija,SG,"UTA 117 @ POR 137, Final","28:46 MIN,33 PT,8 REB,9 AST,2 TO",$43,45.7,54.1,3,2026-01-06 16:33:12,Week 18,Monday
Collin Murray-Boyles,PF,"ATL 100 @ TOR 118, Final","31:05 MIN,17 PT,7 REB,7 AST,3 ST,2 BLK,3 PF",$15,17.6,50.9,4,2026-01-06 16:33:13,Week 18,Monday
Shaedon Sharpe,SG,"UTA 117 @ POR 137, Final","27:20 MIN,29 PT,5 REB,7 AST,2 ST,TO,3 PF",$32,32.6,50.5,5,2026-01-06 16:33:13,Week 18,Monday
Kawhi Leonard,PF,"GS 102 @ LAC 103, Final","38:07 MIN,24 PT,12 REB,5 AST,ST,2 BLK,5 TO,PF",$41,47.5,49.9,6,2026-01-06 16:33:13,Week 18,Monday
VJ Edgecombe,SG,"DEN 125 @ PHI 124, Final OT","41:42 MIN,17 PT,8 REB,9 AST,2 ST,2 BLK,3 TO,PF",$30,33.4,49.1,7,2026-01-06 16:33:13,Week 18,Monday
Stephen Curry,PG,"GS 102 @ LAC 103, Final","33:34 MIN,27 PT,4 REB,6 AST,3 ST,TO,6 PF",$41,42.0,48.8,8,2026-01-06 16:33:13,Week 18,Monday
Jusuf Nurkić,C,"UTA 117 @ POR 137, Final","30:48 MIN,21 PT,12 REB,5 AST,2 ST,TO,4 PF",$29,30.8,47.9,9,2026-01-06 16:33:13,Week 18,Monday
Jimmy Butler III,SF,"GS 102 @ LAC 103, Final","33:25 MIN,24 PT,6 REB,2 AST,4 ST,BLK,2 TO",$38,37.2,47.2,10,2026-01-06 16:33:13,Week 18,Monday
